message,food,recharge,support,reminders,travel,nearby,movies,casual,other
"		i would like to cancel my drink water reminder reminder for fri, 03 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 691177-691178-691179-691180-691181-691182-691183-691184-691185, user_id: 1948721, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
ahmedabad me s .a road pe hotel booking krni h,F,F,F,F,T,F,F,F,F
i want parks,F,F,F,F,F,T,F,F,F
web check in?,F,F,F,F,T,F,F,F,F
where can i get bamboo briyani ?,T,F,F,F,F,F,F,F,F
wo bole top floor pe parking hai,F,F,F,F,T,F,F,F,F
electricity,F,T,F,F,F,F,F,F,F
any offer available,F,F,F,F,T,F,F,F,F
my last day today to pay bill,F,F,F,T,F,F,F,F,F
send me the detail for tomorrow,F,F,F,F,T,F,T,F,F
hi.. is there any reminder which can be visible when i will not open the app. 	today i forget to open app so i do not received any reminders. 	now when i opened this i saw reminders,F,F,F,T,F,F,F,F,F
but comfirm the date,F,F,F,T,F,F,F,F,F
are you the same hasan handling reminders?,F,F,F,T,F,F,F,F,F
like - 30 mins prior to flights?,F,F,F,F,T,F,F,F,F
it's automatically came in bill,F,T,F,F,F,F,F,F,F
what are the movie is coming today,F,F,F,F,F,F,T,F,F
surat,F,F,F,F,T,F,F,F,F
sandwich express,F,F,F,F,T,F,F,F,F
gym hai??,F,F,F,F,F,T,F,F,F
it is very urgent for me to get cofirmation,T,F,F,F,T,F,T,F,F
remaind me to allot carpenter krishna for window ac fitting to koteswarrao garu tomorrow at 10 am,F,F,F,T,F,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 09:00 am { reminder_list: 685079, user_id: 1963971, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
will i get rs. 75 cash back if i go for ubergo?,F,F,F,F,T,F,F,F,F
yeh i want jio subscription,F,T,F,F,F,F,F,F,F
in connaught place,F,F,F,F,F,T,F,F,F
i have a sbi debit card. are there any offers?,F,T,F,F,F,F,F,F,F
and wat abt ola,F,F,F,F,T,F,F,F,F
plz change the time to 4:30 am,F,F,F,T,F,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 03:00 am { reminder_list: 687792, user_id: 1797825, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
cash back ???,F,F,F,F,T,F,F,F,F
you sent to me  a message for cash back offer,F,T,F,F,T,F,F,F,F
what will be the difference amount if i book from.haptik rather than irctc portal ..which one will be cheap .?,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 698832, user_id: 1937296, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
trying since 2 days fr postpaid payment,F,T,F,F,F,F,F,F,F
i need good restaurants near ernakulam south railway station,T,F,F,F,F,F,F,F,F
u don't hve landline,F,T,F,F,F,F,F,F,F
i want reminder for to do list,F,F,F,T,F,F,F,F,F
morning 8am,F,F,F,T,F,F,F,F,F
please get the schedule of above train,F,F,F,F,T,F,F,F,F
change my location,F,F,F,F,T,T,F,F,F
farm house/ guest house for rent?,F,F,F,F,T,F,F,F,F
hi any outstation taxis on ur list,F,F,F,F,T,F,F,F,F
before ride,F,F,F,F,T,F,F,F,F
just remind me at 8:30 am that i have to my mummy,F,T,F,F,F,F,F,F,F
hi can u find mcdonald's near me..??,T,F,F,F,F,T,F,F,F
show me available dates,F,F,F,F,T,F,F,F,F
in the morning pl,F,F,F,T,F,F,F,F,F
can you order,T,F,F,F,F,F,F,F,F
jank puri c 4 jana h,F,F,F,F,T,F,F,F,F
"		i would like to cancel my medicine reminder for fri, 03 march at 09:00 am { reminder_list: 685499, user_id: 1976172, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
is it refundable,F,F,F,F,T,F,F,F,F
2 in the afternoon,F,F,T,T,T,F,T,F,F
by 6 pm,F,F,F,T,F,F,F,F,F
is it share ??,F,F,F,F,T,F,F,F,F
daily at 9.50 pm,F,F,F,T,F,F,F,F,F
mahal nagpur ka location batao map me,F,F,F,F,F,T,F,F,F
need a call reminder,F,F,F,T,F,F,F,F,F
it's vodafone,F,T,F,F,F,F,F,F,F
would like to know ...walkable hotels for lunch dinner,T,F,F,F,F,F,F,F,F
get me the show timings of movies in gudivada,F,F,F,F,F,F,T,F,F
"		i would like to cancel my wake up call for everyday at 04:45 pm { reminder_list: 584269, user_id: 1946161, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"hey sakshi, quick question	would i get 50 cashback if my friend will do a d2h recharge ?",F,T,F,F,F,F,F,F,F
so it is applicable on transaction with ola money,F,F,F,F,T,F,T,F,F
location for photoshoot,F,F,F,F,F,T,F,F,F
i want to mumbai to delhi,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 06:30 am { reminder_list: 687150, user_id: 1978391, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
hotel name is flyover,F,F,F,F,T,F,F,F,F
your price is more . 	any way get me chennai to ahmedabad .,F,F,F,F,T,F,F,F,F
during processing the payment,F,T,F,F,T,F,F,F,F
can i get the number of charpai,F,F,F,F,F,T,F,F,F
it's pm,F,F,F,T,F,F,F,F,F
bangalore kims,F,F,F,F,F,T,F,F,F
can you tell me rates of tiffany,T,F,F,F,F,T,F,F,F
don't cancel,F,F,F,T,F,F,F,F,F
i want to see show time after 12pm,F,F,F,F,F,F,T,F,F
i want to book the flight but not sure with the date.. is it possible to reserve the slot,F,F,F,F,T,F,F,F,F
is there any discount vouchee,F,T,F,F,T,F,T,F,F
please make it for today only and cancel other alarms,F,T,F,F,F,F,F,F,F
kids hospital near by area,F,F,F,F,F,T,F,F,F
tatkal?,F,F,F,F,T,F,F,F,F
well looks like i need little more time to understand all this,F,F,F,F,T,F,F,F,F
8.3.17,F,F,F,F,T,F,F,F,F
i don't no the train no,F,F,F,F,T,F,F,F,F
i am unable to login,F,F,F,F,T,F,F,F,F
"i don't know train number	12,december travelling date pathankot to hyderabad",F,F,F,F,T,F,F,F,F
i am saying i need drink water reminder through calls not through massages,F,F,F,T,F,F,F,F,F
spice n ice,T,F,F,F,F,F,F,F,F
nearby postoffice please,F,F,F,F,F,T,F,F,F
meet sweetie at 5.50 pm,F,F,F,T,F,F,F,F,F
cash available,F,F,F,F,F,T,F,F,F
shonai 6:30pm today,F,F,F,T,T,F,F,F,F
buy 1 get 1 ticket,F,F,F,F,T,F,F,F,F
hotel s at cheap in alwar,F,F,F,F,T,F,F,F,F
for pan pizza i want,T,F,F,F,F,F,F,F,F
indian thali ?,T,F,F,F,F,F,F,F,F
i am in the train,T,F,F,F,F,F,F,F,F
flight to bangalore from ahmedabad on 05/03/2017,F,F,F,F,T,F,F,F,F
nearest like laxhmi nagar geeta colony,F,F,F,F,F,T,F,F,F
i want to fly from blore to patna,F,F,F,F,T,F,F,F,F
what happened to the one.. i already set?,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 719893, user_id: 1982674, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
s2  boggi,F,F,F,F,T,F,F,F,F
same train,F,F,F,F,T,F,F,F,F
call me everyday,F,F,F,T,F,F,F,F,F
they r too costly,F,F,F,F,T,F,F,F,F
will this cashback be credited on each of the 3 rides?,F,F,F,F,T,F,F,F,F
i want a ola cab,F,F,F,F,T,F,F,F,F
set another reminder {type: meet someone},F,F,F,T,F,F,F,F,F
"my pickup is- 		shastri park, metro vihar, shastri park, jagjit nagar, delhi, 110053, india",F,F,F,F,T,F,F,F,F
"14708, 4 march 17",F,F,F,F,T,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 09:00 pm { reminder_list: 649996, user_id: 1961286, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"as i have checked, the cancellation charges are rs 2500 and you will get refund of rs 3446 approximately for the pnr - e7eywv.		proceed for cancellation of this",F,F,F,F,T,F,F,F,F
model town ambala,F,F,F,F,F,T,F,F,F
no list,F,F,F,F,T,F,T,F,F
"hey, can you remind me to wish someone on their birthday?{task}",F,F,F,T,F,F,F,F,F
could u pls check for flight tickets for me from cochin to jaipur?,F,F,F,F,T,F,F,F,F
no please cancle,T,T,T,T,T,F,T,F,F
howz the movie,F,F,F,F,F,F,T,F,F
offers in telangana,F,F,F,F,T,F,F,F,F
movie at nandan,F,F,F,F,F,F,T,F,F
can you update me everyday until my ticket gets confirmed?,F,F,F,F,T,F,F,F,F
"hi, i want to book share - 2 seat {product_id:share, api_name:ola, product_name:share - 2 seat, seat_count:2}",F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 683226, user_id: 1976811, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
my birthday 12 march,F,F,F,T,F,F,F,F,F
please help me to know power sation number,F,F,F,F,F,T,F,F,F
& when it will reach howrah,F,F,F,F,T,F,F,F,F
raipur,F,F,F,F,T,F,F,F,F
5/1/2017,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for sun, 05 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 722907-722908-722909-722910, user_id: 1742977, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i want to go jaipur,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 4 hours from 10:00 am to 8:00 pm. { reminder_list: 716936, user_id: 1984495, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
can i avail ola offers from haptik?,F,F,F,F,T,F,F,F,F
swimming pool,F,F,F,F,F,T,F,F,F
i need pizza from pizza hut,T,F,F,F,F,F,F,F,F
bhattwadi is not showing,F,F,F,F,T,F,F,F,F
few more locations,F,F,F,F,F,T,F,F,F
only bar,F,F,F,F,F,T,F,F,F
best flights to dehradun from delhi in the morning around 11am?,F,F,F,F,T,F,F,F,F
lyf service center,F,F,T,F,F,F,F,F,F
no i want a train which is in morning from nashik road to aurangabad,F,F,F,F,T,F,F,F,F
need cab with offers,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 07:20 am { reminder_list: 683671, user_id: 1971302, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
are there any offers currently for booking movies,F,F,F,F,F,F,T,F,F
can i have a cab to national zoological park,F,F,F,F,T,F,F,F,F
please wake me up at 4 am,F,F,F,T,F,F,F,F,F
what is the departure time of godaan express from ltt,F,F,F,F,T,F,F,F,F
courier number 4253 77 68 77 0 blue dart,F,F,T,F,F,F,F,F,F
"ya ya all gud bro, i don't want a call reminder, for every task,  only a message notification is enuf",F,F,F,T,F,F,F,F,F
need a cab for mahatma gandhi hospital,F,F,F,F,T,F,F,F,F
can i get cab now,F,F,F,F,T,F,F,F,F
heyyy...can you please help me find nearest dry cleaners,F,F,F,F,F,T,F,F,F
no i m talking about confirmed ticket is available,F,F,F,F,T,F,T,F,F
please tell me what about my rest amount,F,F,F,F,T,F,F,F,F
could i get the invoice of this payment?,F,T,F,F,T,F,F,F,F
tomorrow meeting with kalal on 4.30pm   	on his office ..	from home i will go 4.15pm,F,F,F,T,F,F,F,F,F
i need to courier something to nashik can you do it,F,F,T,F,F,F,F,F,F
and plss replace it with previous reminder,F,F,F,T,F,F,F,F,F
hi 18244 train num kindly confirm nagpur to gondia ticket on 12 march,F,F,F,F,T,F,F,F,F
b r c office location  in gulbarga location plz,F,F,F,F,F,T,F,F,F
12/30/1899,F,F,F,T,T,F,T,F,F
ok check for ola,F,F,F,F,T,F,F,F,F
what are good pubs nearby?,T,F,F,F,F,F,F,F,F
8th march,T,F,T,T,T,F,T,F,F
so you're not my personal assistant then,T,T,T,T,T,T,T,F,F
i want to go criticare hospital 	in bhayander east 	but in your link 	criticare hospital thery are showing but not in bhayander east 	they are showing in other location,F,F,F,F,T,F,F,F,F
what is the release date of baahubali 2?,F,F,F,F,F,F,T,F,F
no yaar can show this msge of confirmation ticket's for ticket collector.,F,F,F,F,T,F,F,F,F
"wake up call	date: march 5, 2017	time: 7 50 am",F,F,F,T,F,F,F,F,F
iam already uber user,F,F,F,F,T,F,F,F,F
i would like gi yeswanthpur from electronic city,F,F,F,F,T,F,F,F,F
what are tourist places in kerala,F,F,F,F,T,F,F,F,F
i'll tell u surely by tmw,F,F,F,F,T,F,F,F,F
cheapest flights tickets,F,F,F,F,T,F,F,F,F
of vodafone,F,T,F,F,F,F,F,F,F
pathology lab,F,F,F,F,F,T,F,F,F
please send me tickets in the email,F,F,F,F,T,F,T,F,F
can you tell me basawa express from mysore to bagalkot when it will reach gulbarga,F,F,F,F,T,F,F,F,F
there is no atm there,F,F,F,F,F,T,F,F,F
can u book dinner delivery at jaipur,T,F,F,F,F,F,F,F,F
cab from,F,F,F,F,T,F,F,F,F
can u wake me at 8 in the morning,F,F,F,T,F,F,F,F,F
which date available,F,F,F,F,T,F,T,F,F
remind me to eat eggs this week,F,F,F,T,F,F,F,F,F
i want reminder for bike service,F,F,F,T,F,F,F,F,F
"		i would like to cancel my reminder to 'leave from office' for fri, 03 march at 06:45 pm { reminder_list: 683195, user_id: 1925804, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"i think paymt have some offer, i have to check there olso",F,T,F,F,T,F,T,F,F
other site mai to dikhati. hai,F,F,F,F,T,F,F,F,F
multiplex in dehradun,F,F,F,F,F,F,T,F,F
by train,F,F,F,F,T,F,F,F,F
"i dint use my coupon of 15 percent cashback yet, it's not showing when i try to pay bill",F,T,F,F,T,F,F,F,F
set my start time 12pm to 8.30pm,F,F,F,T,F,F,F,F,F
how many rate ghy3 to dehli  fight,F,F,F,F,T,F,F,F,F
book table for 10,T,F,F,F,F,F,F,F,F
check pnr,F,F,F,F,T,F,F,F,F
station family camp pune to hadapsar bus stop,F,F,F,F,T,F,F,F,F
8356666113,F,T,F,F,T,F,F,F,F
i want reminders to drink water every 3 hours not every hour,F,F,F,T,F,F,F,F,F
stop all reminders,F,F,F,T,F,F,F,F,F
wake me up in the morning,F,F,F,T,F,F,F,F,F
wake me up at 8 30 am,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 688518, user_id: 1978575, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
set another wake up reminder,F,F,F,T,F,F,F,F,F
friday,F,F,F,T,T,F,T,F,F
can i book tomorrow,T,F,F,F,T,F,T,F,F
arrakonam,F,F,F,F,T,F,F,F,F
i would like to know is there advance booking available for movie commando 2 movie ?,F,F,F,F,F,F,T,F,F
when is commando 2 releasing?,F,F,F,F,F,F,T,F,F
bus travel,F,F,F,F,T,F,F,F,F
8 o clock,F,F,F,T,T,F,F,F,F
ma 1st year  time table from allahabad university,F,F,F,F,F,F,T,F,F
"its showing that delivery will be done at 8 30 pm , what's the issue",F,F,F,F,F,F,T,F,F
let me know the show timing ghaziabad,F,F,F,F,T,F,F,F,F
send location of this also plz,F,F,F,F,F,T,F,F,F
can u suggest me one,T,F,F,F,T,F,T,F,F
tel me ortho care near vadapalani,F,F,F,F,F,T,F,F,F
kolkata to guwahati,F,F,F,F,T,F,F,F,F
payment can be done through haptik wallet,F,F,F,F,T,F,F,F,F
can i get it delivered irrespective of the distance?,F,F,T,F,T,T,F,F,F
"hey, can you share the reviews for a movie?{task}",F,F,F,F,F,F,T,F,F
"		i would like to cancel my `wish dhina my bro happy birthday!` reminder for wed, 08 march at 12:00 am { reminder_list: 687880, user_id: 1978507, task_name: birthday, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
is there any offer on haptik..,F,T,F,F,T,F,T,F,F
near by hotels,F,F,F,F,T,F,F,F,F
"actualy i am continuing chating,  which was with m/s varsha regarding train ticket, sl class, ...	can you read above chating now. right now  i need seat availibity of above train no., i gave my id proof also to her by email.  only pending is to pay for booking it was rac 77/68, if still rac? please check.",F,F,F,F,T,F,F,F,F
i want to purchase hyundai santro back shock absorber 1999 model lam in tirunelveli,F,F,F,F,F,T,F,F,F
wat u doi?,F,F,F,F,F,T,F,F,F
hi do u guys deliver dunkin donuts?,T,F,F,F,F,F,F,F,F
sleeper,F,F,F,F,T,F,F,F,F
jo money aayega wo account  me chala jaye,F,F,F,F,T,F,F,F,F
"yes , as i have not received any call as yet",F,F,F,T,F,F,F,F,F
its too high,F,F,F,F,T,F,F,F,F
cars 3,F,F,F,F,F,F,T,F,F
what is best fare for flight from delhi to bangalore in may 3rd week,F,F,F,F,T,F,F,F,F
dear can you arrange me a reminder for my food,T,F,F,F,F,F,F,F,F
ahmedabad to falna,F,F,F,F,T,F,F,F,F
remind me to take bp apparatus,F,F,F,T,F,F,F,F,F
can you find any cabs less than 2500,F,F,F,F,T,F,F,F,F
"can u just check what's the age limit for entry into canvas laugh club,lower parel?",F,F,F,F,F,T,F,F,F
"address plz , first",F,F,F,F,F,T,F,F,F
"		i want to know availability and fare in ac first class (1a) in train number 22691{product_id:22691_sbc_sc,api_name:trains_api}",F,F,F,F,T,F,F,F,F
i'll come back to you later,F,F,F,T,F,F,F,F,F
hi i want to know about salon services,F,F,F,F,F,T,F,F,F
promo code not valid,F,T,F,F,T,F,F,F,F
may i know the refund amount,F,T,F,F,T,F,F,F,F
what is the movie playing in arjun theatre kukatpaly,F,F,F,F,F,F,T,F,F
tell ne fare only,F,F,F,F,T,F,F,F,F
need to check urgent flight for varanasi please let me know the fair,F,F,F,F,T,F,F,F,F
can you find me nearest juice shops,F,F,F,F,F,T,F,F,F
please cancel,F,F,F,F,T,F,F,F,F
now showing,F,F,F,F,F,F,T,F,F
also can you set alarm  for every day,F,F,F,T,F,F,F,F,F
i need a india overseas bank cash deposit machine in madurai,F,F,F,F,F,T,F,F,F
any offer on cab booking going on??,F,F,F,F,T,F,F,F,F
i tried twice for top up. but it was unsuccessful,F,T,F,F,F,F,F,F,F
secbad,T,F,T,F,T,F,T,F,F
i want to go out tomorrow. so i want a good recommendation for a nice pub in mumbai,F,F,F,F,F,T,F,F,F
spice jet,F,F,F,F,T,F,F,F,F
can u check for barbique nation thoraipakam,T,F,F,F,F,F,F,F,F
224181420819269,F,T,F,F,T,F,F,F,F
how much is 8 glass of water?,F,F,F,T,F,F,F,F,F
"		i would like to cancel my meet pankaj sir reminder for sun, 05 march at 11:55 am { reminder_list: 719542, user_id: 1930146, task_name: meet_someone, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
need maid,F,F,T,F,F,F,F,F,F
paytm customer care number h,F,T,T,F,F,F,F,F,F
can you book bus ticket,F,F,F,F,T,F,F,F,F
is there any trian to travel harihar to yeshwanthpur?,F,F,F,F,T,F,F,F,F
kindly cancel all the reminder,F,F,F,T,F,F,F,F,F
where dosa available,T,F,F,F,F,F,F,F,F
telange height 403 moriwali b cebin road ambernath e,T,T,T,F,T,T,T,F,F
"i want to know, if will book ticket online, then can i cancel it if yes how",F,F,F,F,T,F,F,F,F
hi do you serve kfc???,T,F,F,F,F,F,F,F,F
may i know wre is bike showroom for ktm,F,F,F,F,F,T,F,F,F
remind me after 45mins,F,F,F,T,F,F,F,F,F
biryani.,T,F,F,F,F,F,F,F,F
okay i wanna pay though haptic wallet,F,T,F,F,T,F,T,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 701196, user_id: 1980747, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"hey, can you help me with bob atm nearby?{task}",F,F,F,F,F,T,F,F,F
i want to cancel my cabs order,F,F,F,F,T,F,F,F,F
want i test call,F,F,F,T,F,F,F,F,F
accommodation,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 684659, user_id: 1977725, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
for 8 am ...,F,F,T,T,T,F,F,F,F
yes cancel all,F,F,F,T,F,F,F,F,F
"hey, can you set a reminder for me to call someone?{task}",F,F,F,T,F,F,F,F,F
pan card agkpm8913e,F,F,F,F,T,F,F,F,F
call to mr pritpal singh on 08437901996 and plz confirm his arrivel time,F,F,F,F,T,F,F,F,F
trains from secunderabad to vishakhapatnam,F,F,F,F,T,F,F,F,F
joe's pizza,T,F,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for everyday at 08:04 am { reminder_list: 707445, user_id: 1968934, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"i want to know availability and fare in ac 3 tier (3a) in train number 22952{product_id:22952_siob_bvi,api_name:trains_api}",F,F,F,F,T,F,F,F,F
in train booking,F,F,F,F,T,F,F,F,F
chinese restaurant in south bombay,T,F,F,F,F,F,F,F,F
i just wanted to comfirm if cab would be available til malgudi vattikka,F,F,F,F,T,F,F,F,F
city union bank atm,F,F,F,F,F,T,F,F,F
from where i can get hair wig for women in my area,F,F,F,F,F,T,F,F,F
make it sunday evening by 4,F,F,F,T,T,F,F,F,F
make sre m wake up,F,F,F,T,F,F,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 07:05 am { reminder_list: 700095, user_id: 1925592, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
iam call my house 4:30,F,F,F,T,F,F,F,F,F
"bom to goi with indigo 6e-981 at 15:35 hrs on mon, 20 mar",F,F,F,F,T,F,F,F,F
i need a lunch booking for today in north campus delhi. can you suggest some restaurants not lower than with a budget of 3000/- for 2 people.,T,F,F,F,F,F,F,F,F
so which route?,F,F,F,F,T,F,F,F,F
from iskon temple to sarvottam nagar  sabarmati ahmedabad,F,F,F,F,T,F,F,F,F
