message,food,support,reminders,movies,nearby,travel,recharge,ipl,casual,other
sorry i will book in make my trip,F,F,F,F,F,T,F,F,F,F
can you please give me ticket print out odf,F,F,F,F,F,T,F,F,F,F
want to cancel the water reminder,F,F,T,F,F,F,F,F,F,F
for 4 people,T,F,F,F,F,F,F,F,F,F
what are the shows near me,F,F,F,T,F,F,F,F,F,F
which app i should use to watch live match,F,F,F,F,F,F,F,T,F,F
Can u order paneer Chile,T,F,F,F,F,F,F,F,F,F
Can you please tell me the fair for the above,F,F,F,F,F,T,F,F,F,F
dtd 04 04 2017,T,F,F,F,F,T,F,F,F,F
What is price of the socks,F,F,F,F,F,F,F,F,F,T
cancel it for now,F,F,T,F,F,F,F,F,F,F
"sorry i don't want to cancel the reminder ,,",F,F,T,F,F,F,F,F,F,F
I'm looking for spicy food,T,F,F,F,F,F,F,F,F,F
im from karnataka,F,F,F,F,T,F,F,F,F,F
Any bata showroom near by,F,F,F,F,T,F,F,F,F,F
just now i have used it. is it possible to use it once again,F,F,F,F,F,T,T,F,F,F
pizz hut piizz,T,F,F,F,F,F,F,F,F,F
and time,F,F,F,F,F,F,F,T,F,F
Find me d nearest Wine shop,F,F,F,F,T,F,F,F,F,F
cost of ride per km,F,F,F,F,F,T,F,F,F,F
I wanna order pizza from nigadi pizza hut.... Spicy overloaded large pizza,T,F,F,F,F,F,F,F,F,F
hi i want go cinema,F,F,F,T,F,F,F,F,F,F
sorry i m confused,F,F,F,F,F,F,F,F,T,F
"		i want to know availability and fare in ac 3 tier (3a) in train number 12621{product_id:12621_mas_ndls,api_name:trains_api}",F,F,F,F,F,T,F,F,F,F
4208,F,F,F,F,F,F,F,F,T,F
let me know all my reminders,F,F,T,F,F,F,F,F,F,F
i paid onlone maam,T,T,F,T,F,T,T,F,F,F
first you get the menu,T,F,F,F,F,F,F,F,F,F
Plz i dont need sny reminder now,F,F,T,F,F,F,F,F,F,F
who won the match sir,F,F,F,F,F,F,F,T,F,F
_date_ with whom nd,F,F,F,F,F,F,F,T,F,F
Hey..i want sandals,F,F,F,F,F,F,F,F,F,T
institute for german language,F,F,F,F,T,F,F,F,F,F
is this for per night??,F,F,F,F,F,T,F,F,F,F
they are late,F,T,F,F,F,F,F,F,F,F
U cl me with a msg,F,F,T,F,F,F,F,F,F,F
cool..,F,F,F,F,F,F,F,F,T,F
bms *,F,F,F,T,F,F,F,F,F,F
do remind me every day for my  medicine,F,F,T,F,F,F,F,F,F,F
Nice good for free home delivery in satya niketan,T,F,F,F,F,F,F,F,F,F
movie offers,F,F,F,T,F,F,F,F,F,F
venkies,F,F,F,F,T,F,F,F,F,F
what kind of updates scores,F,F,F,F,F,F,F,T,F,F
not like change,F,F,F,F,F,F,F,F,T,F
i got a call!.....i thought it show me a notification..with a long beep,F,F,T,F,F,F,F,F,F,F
how many price,T,T,F,T,F,T,T,F,F,F
No show me 2016 models,F,F,F,F,F,F,F,F,F,T
can you help me with nearest electoral office,F,F,F,F,T,F,F,F,F,F
Wr this train hv reached,F,F,F,F,F,T,F,F,F,F
yup one glass of water it is !,F,F,T,F,F,F,F,F,F,F
nearby shoes market,F,F,F,F,T,F,F,F,F,F
na its fine,F,F,F,F,F,F,F,F,T,F
i had loged in now,F,F,F,F,F,F,F,F,T,F
"hey tejas, the official website for indigo airlines has server issues and cannot be contacted as of now. shall i update you after an hour ?",F,F,F,F,F,T,F,F,F,F
put cream reminder monday at 730 pm,F,F,T,F,F,F,F,F,F,F
katamrayadu trailer,F,F,F,T,F,F,F,F,F,F
total runs of sunrisers,F,F,F,F,F,F,F,T,F,F
Please unset my 5 AM alarm,F,F,T,F,F,F,F,F,F,F
Levis showroom?,F,F,F,F,F,F,F,F,F,T
children movies or today's all movie and their timmings,F,F,F,T,F,F,F,F,F,F
"i want some one to pick, old clothes from my home",F,F,F,F,F,F,F,F,F,T
pls cancel the alarm,F,F,T,F,F,F,F,F,F,F
really nice of you!!,F,F,F,F,F,F,F,F,T,F
jaldi,F,F,F,F,F,F,F,F,T,F
send me the full details of dd all maches details,F,F,F,F,F,F,F,T,F,F
within offer,F,F,F,T,F,T,T,F,F,F
remind me for a meeting at 2.55pm today,F,F,T,F,F,F,F,F,F,F
movies in sohum mall dibrugarh please,F,F,F,T,F,F,F,F,F,F
the best place for rs.150per person,T,F,F,F,F,F,F,F,F,F
need a load of 30000,F,F,F,F,F,T,F,F,F,F
this app is so nice liked it,F,F,F,F,F,F,F,F,T,F
"hi, is there any recharge offers going on ?",F,F,F,F,F,F,T,F,F,F
wow.... that sounds great....all the best....,F,F,F,F,F,F,F,F,T,F
Goa trip,F,F,F,F,F,T,F,F,F,F
chocolate cake,T,F,F,F,F,F,F,F,F,F
"Hey, can you tell me the trains from Ernakulam Junction to Thiruvananthapuram Central in the next 3 hours? It's a bit urgent",F,F,F,F,F,T,F,F,F,F
remind me for the matches none hour before the match,F,F,F,F,F,F,F,T,F,F
have any rooms for rent in jodhpur,F,F,F,F,F,T,F,F,F,F
Which phone??,F,F,F,F,F,F,F,F,F,T
i didnt get recharge,F,F,F,F,F,F,T,F,F,F
"		i would like to cancel my wake up call for everyday at 03:30 am { reminder_list: 656889, user_id: 1964639, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
means _date_ evening also there was a match,F,F,F,F,F,F,F,T,F,F
Can u plz help me with micromax phones under 7k with 16 GB ROM & 2GB RAM..??,F,F,F,F,F,F,F,F,F,T
Can you send me the coupons for hotel rooms in Hadapsur pune,F,F,F,F,F,T,F,F,F,F
no cancel,T,T,T,T,F,T,T,F,F,F
where is haptik located?,F,F,F,F,F,F,F,F,T,F
pls do a web check-in,F,F,F,F,F,T,F,F,F,F
which pnr no,F,F,F,F,F,T,F,F,F,F
hey ..  would you please remind me to recharge dth before 9:00 at evening,F,F,T,F,F,F,F,F,F,F
ya check,F,F,F,F,F,F,F,F,T,F
stop the reminder for water,F,F,T,F,F,F,F,F,F,F
i want details for gazi attack,F,F,F,T,F,F,F,F,F,F
beauty saloons,F,F,F,F,T,F,F,F,F,F
afternoon,F,F,T,T,F,T,F,F,F,F
avi buk kiniye,F,F,F,F,F,F,F,F,F,F
Any other recommendations for North Indian and South Indian restaurants,T,F,F,F,F,F,F,F,F,F
i need to courier something to nashik can you do it,F,T,F,F,F,F,F,F,F,F
hyderabad,T,F,F,T,T,T,F,F,F,F
Let's me know any ksrtc bus from palakkadu to tirur,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my to-do: books reading for everyday at 12:25 pm { reminder_list: 355941, user_id: 1869426, task_name: to_do, offset: 5, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
sorry if i disturbed u,F,F,F,F,F,F,F,F,T,F
May i knw the train towards kannur from mangalore??,F,F,F,F,F,T,F,F,F,F
yeah i understand ...thanks,F,F,F,F,F,F,F,F,T,F
"no , this is too high",T,T,F,T,F,T,F,F,F,F
Can you tell me nearest Pnb atm,F,F,F,F,T,F,F,F,F,F
"Dear sir, I would like to purchase 15'' laptop below Rs. 15000. Is it possible?",F,F,F,F,F,F,F,F,F,T
kaise ho,F,F,F,F,F,F,F,F,T,F
remind me to book lpg gas today at 2 pm,F,T,F,F,F,F,F,F,F,F
the locality is not available 😑😑,T,F,F,F,F,F,F,F,F,F
hindi me batao,F,F,F,F,F,F,F,F,T,F
😣,F,F,F,F,F,F,F,F,T,F
hi i need to book hotel,F,F,F,F,F,T,F,F,F,F
but not for sleep time,F,F,T,F,F,F,F,F,F,F
solve question paper of exam today,F,F,F,F,F,F,F,F,F,T
any offer going on,F,F,F,F,F,T,T,F,F,F
uttam nagar jain colony part 1gch,T,T,F,F,T,F,F,F,F,F
Can u add call n notification fr those remainders,F,F,T,F,F,F,F,F,F,F
vadodara to delhi and return on 11 may to 15 may,F,F,F,F,F,T,F,F,F,F
can you please send me coupon,T,F,F,F,F,T,T,F,F,F
gd,F,F,F,F,F,F,F,F,T,F
what is orange cap for,F,F,F,F,F,F,F,T,F,F
what was the error,F,F,F,F,F,F,F,F,T,F
coupan code for tata docomo recharge,F,F,F,F,F,F,T,F,F,F
whats ur opinion about dd,F,F,F,F,F,F,F,T,F,F
Wat is the time frame from bangalore to Delhi in flight..?,F,F,F,F,F,T,F,F,F,F
recharge failed,F,F,F,F,F,F,T,F,F,F
Baoer pen,F,F,F,F,F,F,F,F,F,T
is there any possibility of pune playing in semifinal,F,F,F,F,F,F,F,T,F,F
who was batting,F,F,F,F,F,F,F,T,F,F
from airport to treebo premium suites malleshwaram,F,F,F,F,F,T,F,F,F,F
kota,T,F,F,T,F,T,F,F,F,F
i had water,F,F,T,F,F,F,F,F,F,F
"at venue shri satya sai baba auditorium...lodhi road, bhishm pitamah marg, new delhi, delhi 110003",F,F,F,F,T,F,F,F,F,F
i already have a booking for today,F,F,F,T,F,T,F,F,F,F
Pet shops near me i want to buy a Labrador or golden retriever,F,F,F,F,F,F,F,F,F,T
Surat train,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 05:00 am { reminder_list: 708420, user_id: 1982911, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
so let me know what is total amt we need to pay for it,F,F,F,F,F,F,F,F,T,F
i want tickets of _date_ s match between india and pakistan,F,F,F,F,F,F,F,T,F,F
who is going to win _date_,F,F,F,F,F,F,F,T,F,F
dont send,F,F,F,F,F,F,F,F,T,F
hi...yesterday i have booked flight ticket plz send me pdf ticket copy on mail...,F,F,F,F,F,T,F,F,F,F
Nearest central bank atm,F,F,F,F,T,F,F,F,F,F
and all team player list,F,F,F,F,F,F,F,T,F,F
hie,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my reminder for everyday at 05:52 am { reminder_list: 623712, user_id: 1958964, task_name: other, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
15 pert cash back,F,F,F,F,F,T,T,F,F,F
"Ok...... Can you tell me the best journey to travel from nit calicut to bhimavaram, andhra pradesh on rail and road",F,F,F,F,F,T,F,F,F,F
i want to know the contact number of balika hi-fashion jewellery located at abids and timings of the shop,F,F,F,F,F,F,F,F,F,T
26 th September flight from Delhi to chenni expenses,F,F,F,F,F,T,F,F,F,F
aur postpaid ka kya min plan hai,F,F,F,F,F,F,T,F,F,F
Need to fix new lock for the door,F,T,F,F,F,F,F,F,F,F
can you check for me..if im still avaiable to get 75 rs cb ?,F,F,F,F,F,T,F,F,F,F
Can I order a pizza,T,F,F,F,F,F,F,F,F,F
looks like gugrat lions will win this time,F,F,F,F,F,F,F,T,F,F
singam,F,F,F,T,F,F,F,F,F,F
yuuupp,F,F,F,F,F,F,F,F,T,F
driver not arrived. not picking call,F,F,F,F,F,T,F,F,F,F
plz confirm on my above query,F,F,F,F,F,F,F,F,T,F
next kkr match eden garden ticket,F,F,F,F,F,F,F,T,F,F
where i would get craft stationery,F,F,F,F,T,F,F,F,F,F
free food??,T,F,F,F,F,F,F,F,F,F
Can you tell me the places near Mumbai to go for one day tour?,F,F,F,F,F,T,F,F,F,F
what time is the bank open till?,F,F,F,F,F,F,F,F,F,T
give me update about match,F,F,F,F,F,F,F,T,F,F
U jus call me 2 time that is ON 5:05 nd 5:15,F,F,T,F,F,F,F,F,F,F
please show me more flights,F,F,F,F,F,T,F,F,F,F
i am not able to choose pick up,F,F,F,F,F,T,F,F,F,F
Show me specifications of white,F,F,F,F,F,F,F,F,F,T
am i still applicable to get cashback on my 4th cab ride?,F,F,F,F,F,T,F,F,F,F
any theatre. is fine,F,F,F,T,F,F,F,F,F,F
I want to send the ticked which I have already book on 7 th October and 12 th October for my mom .she received a ticket from irctc but it contains no details of her seat number and birth.,F,F,F,F,F,T,F,F,F,F
madam to late  i asked for today 7 pm,F,F,T,F,F,F,F,F,F,F
why you operate this t _numeral_,F,F,F,F,F,F,F,T,F,F
atit at it bang on,F,F,F,F,F,F,F,F,T,F
apko bhi,F,F,F,F,F,F,F,F,F,F
I want to buy biba dress at discounted rates,F,F,F,F,F,F,F,F,F,T
this haptik logout or not,F,F,F,F,F,F,F,F,T,F
Remove my mornning wake up call,F,F,T,F,F,F,F,F,F,F
And offer code to pay bill for postpaid,F,F,F,F,F,F,T,F,F,F
i can pay upto 5k per night if it's all inclusive.,F,F,F,F,F,T,F,F,F,F
dental hosp,F,F,F,F,T,F,F,F,F,F
hi can u help me book a cab,F,F,F,F,F,T,F,F,F,F
Price of lotus white glow serum,F,F,F,F,F,F,F,F,F,T
ok any other movie?,F,F,F,T,F,F,F,F,F,F
Flight in lowest rates,F,F,F,F,F,T,F,F,F,F
prediction for the match,F,F,F,F,F,F,F,T,F,F
are yar this is not clear,F,F,F,F,F,F,F,F,F,F
hi umesh,F,F,F,F,F,F,F,F,T,F
where i can eat chhole bhature at 6 am,T,F,F,F,F,F,F,F,F,F
live commentary please,F,F,F,F,F,F,F,T,F,F
okayy,F,F,F,F,F,F,F,F,T,F
wait wait,F,F,F,F,F,F,F,F,T,F
Upcoming movies,F,F,F,T,F,F,F,F,F,F
sumit please tell me the shows of johnny llb movies in mangalore,F,F,F,T,F,F,F,F,F,F
wat happen??,F,F,F,F,F,F,F,F,T,F
how does the service go about?,F,T,F,F,F,F,F,F,F,F
I want 2 business class tickets from Delhi to Kolkata on sunday,F,F,F,F,F,T,F,F,F,F
reminder- instagram	6.25 pm today,F,F,T,F,F,F,F,F,F,F
sapitya,F,F,F,F,F,F,F,F,T,F
delhi ncr,T,F,F,F,T,F,F,F,F,F
please show me one way flights from ahmedabad to lucknow 		onward date - 24 april,F,F,F,F,F,T,F,F,F,F
classes are flexible,F,T,F,F,F,F,F,F,F,F
what is fare delhi to goa,F,F,F,F,F,T,F,F,F,F
Now stop the reminder,F,F,T,F,F,F,F,F,F,F
khar west,T,F,F,F,T,T,F,F,F,F
Can you provide me with puma sandals,F,F,F,F,F,F,F,F,F,T
wl then no,F,F,F,F,F,F,F,F,T,F
pls credit my cashback,F,F,F,F,F,T,T,F,F,F
Hotels in Delhi under 3000 for 5 person,F,F,F,F,F,T,F,F,F,F
11093 Mahamagari express,F,F,F,F,F,T,F,F,F,F
i m in coorg virajpet right now,T,F,F,T,T,T,F,F,F,F
please let me know the charges for gas topup of diken split inventor 1.5 ton air conditioner,F,F,F,F,F,F,F,F,F,T
You didn't remind me to go home,F,F,T,F,F,F,F,F,F,F
may i know the matches schedule,F,F,F,F,F,F,F,T,F,F
please process 46 payment,F,F,F,F,F,F,T,F,F,F
Hey I ned to no the nearest service centre for Samsung laptops,F,T,F,F,F,F,F,F,F,F
go air ka airport konsa hai,F,F,F,F,F,T,F,F,F,F
i like u ankita,F,F,F,F,F,F,F,F,F,T
How to cancel a train ticket?,F,F,F,F,F,T,F,F,F,F
Candle light dinner,T,F,F,F,F,F,F,F,F,F
it's a buffet?,T,F,F,F,F,F,F,F,F,F
W660PND3GBK see this hitchi model better than this looking for,F,F,F,F,F,F,F,F,F,T
Hyundai car showroom nearby,F,F,F,F,T,F,F,F,F,F
kal dekh okay batana koun jeetega,F,F,F,F,F,F,F,T,F,F
been more than 1.30 hours..,F,F,F,F,F,F,T,F,F,F
i need rooms in tirumala,F,F,F,F,F,T,F,F,F,F
how many match s needs to win to qualify for semis,F,F,F,F,F,F,F,T,F,F
how can i contact the bank sbi,F,F,F,F,F,F,F,F,F,T
Nearby store,F,F,F,F,T,F,F,F,F,F
which ticket,F,F,F,F,F,T,F,F,F,F
"i would like to cancel my drink water reminder reminder for fri, 03 march at every 4 hours from 10:00 am to 8:00 pm. { reminder_list: 690108-690109-690110, user_id: 1780273, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
i need a car alteration shop in chennai,F,F,F,F,T,F,F,F,F,F
can you tell me the review,F,F,F,T,F,F,F,F,F,F
normally ek ticket ka kitna charge ho sakta hai ipl ka,F,F,F,F,F,F,F,T,F,F
"i would like to cancel my wake up call for wed, 01 march at 04:30 pm { reminder_list: 604103, user_id: 1413102, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
i wont now varsha i asked you twice but you was busy or maybe sleeping so bad,F,F,F,F,F,F,F,F,T,F
can you find me a nursery around here?,F,F,F,F,T,F,F,F,F,F
thanks..pooja,F,F,F,F,F,F,F,F,T,F
ola cabs he,F,F,F,F,F,T,F,F,F,F
hey tell me some trivia about the indian premier,F,F,F,F,F,F,F,T,F,F
I want a best offer for Kolkata to chennai,F,F,F,F,F,T,F,F,F,F
is their any frim your side,F,F,F,F,F,F,F,F,T,F
sneakers,F,F,F,F,F,F,F,F,F,T
lenova laptop service centre,F,F,F,F,T,F,F,F,F,F
Cab you get me coupon codes for uber . Urgent,F,F,F,F,F,T,F,F,F,F
book ola,F,F,F,F,F,T,F,F,F,F
Can you find me a hotel in delhi for 2nd December to 5 December for 2 adults close to hauz khaz village,F,F,F,F,F,T,F,F,F,F
wish you happy birthday.,F,F,T,F,F,F,F,F,T,F
pse check the status of pnr,F,F,F,F,F,T,F,F,F,F
Hungry,T,F,F,F,F,F,F,F,F,F
bolo bhi,F,F,F,F,F,F,F,F,F,F
uh send me reminders wen i open the app,F,F,T,F,F,F,F,F,F,F
Plz help me to reach lokmanya tilak terminus from dockyard road by train,F,F,F,F,F,T,F,F,F,F
Kanha Marathi movie city pride khoturd,F,F,F,T,F,F,F,F,F,F
"Can you tell me the name of the trains that travels from Diphu to Jagiroad , Assam.. and there time also..",F,F,F,F,F,T,F,F,F,F
sakib ull hasan scor per ipl match _numeral_,F,F,F,F,F,F,F,T,F,F
jiii,F,F,F,F,F,F,F,F,T,F
i am going meghalaya from hyderabad,F,F,F,F,F,T,F,F,F,F
Where can I buy condoms?,F,F,F,F,F,F,F,F,F,T
gim me the score after the innings is over,F,F,F,F,F,F,F,T,F,F
if i change the date to 31st march,F,F,T,F,F,T,F,F,F,F
i want to recharge for jio prime,F,F,T,F,F,F,F,F,F,F
helli,F,F,F,F,F,F,F,F,T,F
wat this,F,F,F,F,F,F,F,F,T,F
5905,F,F,F,F,F,T,F,F,F,F
where is ur office??,F,F,F,F,F,F,F,F,T,F
i have not got a single reminder from your side till now,F,F,T,F,F,F,F,F,F,F
what is this insurance ?,F,F,F,F,F,F,F,F,F,T
Pls tell me about flight,F,F,F,F,F,T,F,F,F,F
i want wakeup call on this nos:8286880094,F,F,T,F,F,F,F,F,F,F
Hi I need a restaurant reservation,T,F,F,F,F,F,F,F,F,F
great help,F,F,F,F,F,F,F,F,T,F
bc no one bat well in last match,F,F,F,F,F,F,F,T,F,F
nearby stationary wholesale shop,F,F,F,F,T,F,F,F,F,F
Information about tatkal tiket,F,F,F,F,F,T,F,F,F,F
Flip covers for k5 note,F,F,F,F,F,F,F,F,F,T
hyd,T,F,F,T,F,T,F,F,F,F
75 cash back milega na ?,F,F,F,F,F,T,F,F,F,F
can i change its timing?,F,F,T,F,F,F,F,F,F,F
tell me current match details,F,F,F,F,F,F,F,T,F,F
pls book immediately,F,F,F,F,F,F,F,F,F,F
he done my work,F,T,F,F,F,F,F,F,F,F
no i don't want to any reminder,F,F,T,F,F,F,F,F,F,F
only score update,F,F,F,F,F,F,F,T,F,F
if u dont mind can i ask you something personal,F,F,F,F,F,F,F,F,F,T
Can you order Redmi 3s prime (gold),F,F,F,F,F,F,F,F,F,T
i want to go nashik,F,F,F,F,F,T,F,F,F,F
wah superb site,F,F,F,F,F,F,F,F,T,F
i dnt get notifications anywyas,F,F,T,F,F,F,F,F,F,F
hi nwhat about indo-pak match timing,F,F,F,F,F,F,F,T,F,F
is this offer available on simply veg ?,T,F,F,F,F,F,F,F,F,F
i ll be glad if you could share me more info related to ipl,F,F,F,F,F,F,F,T,F,F
can i g,F,F,F,F,F,F,F,F,T,F
what s the match winning projection,F,F,F,F,F,F,F,T,F,F
Find me a cheap cloth dryer or hanger,F,F,F,F,F,F,F,F,F,T
any recharge offers for me ?,F,F,F,F,F,F,T,F,F,F
i wanted to know,F,F,F,F,F,F,F,F,T,F
hello deepti mam,F,F,F,F,F,F,F,F,T,F
I want adidas jogging shoe,F,F,F,F,F,F,F,F,F,T
no thank you just wanted to know whose playing _date_,F,F,F,F,F,F,F,T,F,F
hi any update please,F,F,F,F,F,F,F,F,T,F
not necessary chinese,T,F,F,F,F,F,F,F,F,F
please check this consignment delivered or not,F,F,F,F,F,F,F,F,F,T
Tea,T,F,F,F,F,F,F,F,F,F
i want to know the tariffs,F,F,F,F,F,T,F,F,F,F
resorts for alibaug for 13 & 14,F,F,F,F,F,T,F,F,F,F
is there a cash in it,F,F,F,F,T,F,F,F,F,F
Today is my monthly love anniversary....can u plz remind me dis every month....???,F,F,T,F,F,F,F,F,F,F
"Hi, I want to book tickets for Rustom. {movie_name:Rustom}{banner}",F,F,F,T,F,F,F,F,F,F
Gwalior to jaijuri trains,F,F,F,F,F,T,F,F,F,F
Movies,F,F,F,T,F,F,F,F,F,F
do you know my location?,F,F,F,F,F,F,F,F,T,F
unable to recharge,F,F,F,F,F,F,T,F,F,F
off the reminder,F,F,T,F,F,F,F,F,F,F
chattisgarh express ambala pe rukti hai,F,F,F,F,F,T,F,F,F,F
hey puneet i need a hotel to stay with my girlfriend near kolkata airport today.,F,F,F,F,F,T,F,F,F,F
i am looking for tv repair,F,T,F,F,F,F,F,F,F,F
comando2 ke show ki timing kya maratha mandir me,F,F,F,T,F,F,F,F,F,F
is there any chance of rcb ro go to the playoffs,F,F,F,F,F,F,F,T,F,F
I'd like to know the eta and etd of train number 12006 on 17th  September at Ambala Cantt. Thanks.,F,F,F,F,F,T,F,F,F,F
i will just ask you when i need the scores,F,F,F,F,F,F,F,T,F,F
harsha dis gopi,F,F,F,F,F,F,F,F,F,T
thanks a lot for your service,F,F,F,F,F,F,F,F,T,F
Shows shoes for me canvas type,F,F,F,F,F,F,F,F,F,T
wake up me on 11 pm,F,F,T,F,F,F,F,F,F,F
pl cancel the previous alarms,F,F,T,F,F,F,F,F,F,F
Sorry that was a mistake. Please dismiss that reminder.,F,F,T,F,F,F,F,F,F,F
i need a contact number of pf  customer care,F,F,F,F,T,F,F,F,F,F
what is thia,F,F,F,F,F,F,F,F,T,F
how is eden gardens pumping out for the final,F,F,F,F,F,F,F,T,F,F
Aadhar centre near me,F,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 277306, user_id: 1792882, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
what is the cost of pest control to be done for a residential flat of 2bhk,F,T,F,F,F,F,F,F,F,F
I want a car to be towed from Lucknow to delhi,F,F,F,F,F,T,F,F,F,F
seeking bedroom kitchen home for rent,F,F,F,F,T,F,F,F,F,F
any offers on delivery,T,F,F,F,F,F,F,F,F,F
urgently needed the score,F,F,F,F,F,F,F,T,F,F
Where is crossword nearby?,F,F,F,F,T,F,F,F,F,F
mm yeah,F,F,F,F,F,F,F,F,T,F
"Hey I had requested for a daily reminder, it seems it doesn't work anymore, cauz I didn't get a reminder today, can you please gelp",F,F,T,F,F,F,F,F,F,F
10 march exam,F,F,T,F,F,F,F,F,F,F
"hey, d cab will come on tym ryt, or shld i schedule it now",F,F,F,F,F,T,F,F,F,F
to,F,F,F,F,F,F,F,F,T,F
can you give me beautiful dishes in aurora mall,T,F,F,F,F,F,F,F,F,F
Vivo Y22 4GB - send me the details,F,F,F,F,F,F,F,F,F,T
"do make it quick, the internet bookings will not be workingg after 5 mins",F,F,F,F,F,T,F,F,F,F
hi saif,F,F,F,F,F,F,F,F,T,F
Yess i want to book package of foreign trip,F,F,F,F,F,T,F,F,F,F
update me each and every over,F,F,F,F,F,F,F,T,F,F
actually i have it in salt lake,T,T,F,T,T,T,F,F,F,F
I need quality back cover for my Xperia z2 phone,F,F,F,F,F,F,F,F,F,T
cancel all the reminders,F,F,T,F,F,F,F,F,F,F
discount on movie tickets,F,F,F,T,F,F,F,F,F,F
so quick reaponse,F,F,F,F,F,F,F,F,T,F
cancel my wake up call,F,F,T,F,F,F,F,F,F,F
Show me big buy,F,F,F,F,F,F,F,F,F,T
good night resh,F,F,F,F,F,F,F,F,T,F
kasauli kitni door hai yaha se,F,F,F,F,F,F,F,F,F,F
Punjab national Bank ATM Please,F,F,F,F,T,F,F,F,F,F
hi monica,F,F,F,F,F,F,F,F,T,F
just i need to confirm,F,F,F,F,F,F,F,F,T,F
its time for ne to leave,F,F,F,F,F,F,F,F,T,F
Remind me to text aarish's sis,F,F,T,F,F,F,F,F,F,F
any recharge offera,F,F,F,F,F,F,T,F,F,F
hey make my wake up call remind at 4 .45 mng instead of 5:30,F,F,T,F,F,F,F,F,F,F
movies at palakkad,F,F,F,T,F,F,F,F,F,F
I'm traveling in train bro to Delhi,F,F,F,F,F,T,F,F,F,F
i did get any reply mam....shall i fill the form once again....,F,F,F,F,F,F,F,F,T,F
Find best restaurant in gomtinagar Lucknow that should pe pure vegiterian,T,F,F,F,F,F,F,F,F,F
remuneration for justin bieber in india,F,F,F,T,T,F,F,F,F,F
Okay any flight having stop at Visakhapatnam n then Raipur,F,F,F,F,F,T,F,F,F,F
"i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 513766, user_id: 1654065, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
I want reminders via call,F,F,T,F,F,F,F,F,F,F
i am talking about icici bank,F,F,F,F,T,F,F,F,F,F
