pid,sentence1,sentence2,label
39438,I want to book flight tickets for ID-E-MILAD,Book flights,0
39449,supply LPG industries,will you supply LPG for seasonal period?,0
39459,Want to book flight from Mumbai to Delhi,And back to kochi on night 03 dec,0
39463,i want to check for trains,I want to check rail pnr,1
39478,"I checked, the order ID given is correct",I can't find my order ID,0
39482,Book a flight from Mumbai to Delhi,Please book a flight,0
39486,tell me about discount deal on flight booking,I want to know about the flight offers,0
39489,Can you please remove the price escalation clause from the agreement?,Remove price escalation clause,1
39492,i want to check for trains,check for trains,1
39495,I want to book flight tickets for ID-E-MILAD,Want to book flight from Mumbai to Delhi,0
39496,Modify this exercise reminder,reminder jog,0
39506,Any cash back will I get,cash back on flights,0
39509,Without internet it will not work?,Not working properly,0
39511,Coupon,Didnt received cashback,0
39518,I need to book under Student allowance,I need to book tickets,0
39527,Send me your pic,give me a your pic,1
39532,auto connect iphone,how does auto connect work,0
39533,bhk villa,bhk villa bungalow,1
39534,set a reminder phone,schedule a reminder,0
39536,todays ipl match results,Who won yesterday ipl match,0
39542,Show another Health benefit,I would like to view more reminder,0
39545,what a terrible joke,such a terrible joke,1
39548,Check-in,continue check-in,0
39556,Change wake up call,"Hey, can you help me set a wake up call? .",0
39557,i wnt to know my test report,Test report card,0
39562,Please give your number,I want your number,1
39565,need a reminder,to view my reminders,1
39570,"Hey, can you set a reminder for me to exercise? .",set a reminder medicine,0
39578,please email me my ticket,send ticket on mail,1
39582,remind to call,call to remind jog,0
39584,modification motivational quote,Daily Motivational Quote,0
39586,I gave a true order ID,I gave the right order ID,0
39588,Bsnl landline Bill pay?,How do I pay bsnl landline bill?,1
39592,I want to book bus tickets for New Year,help me with bus booking,0
39594,I would like to take my money back,Muje cash back nahi mila,0
39601,Is there any cashback,Any offers currently available on train tickets,0
39602,Mental Health Contact List,Mental Health Problems,0
39606,Get Daily Joke Updates,Get Daily Word Updates,0
39607,email of,change email,0
39614,Any offers currently available on ola tickets.,Are there any offers,0
39619,features of total secure,Need your help to know the Premium for Total Secure,0
39620,I wanna fly to hyderabad,Sxr to dehli air price,0
39625,Yes ols proceed with offer code which you have,How can I apply coupon code in flights?,0
39631,send me reminder to drink water,want reminder for medicine,0
39632,Book me a night ticket to Delhi tomorrow,Sxr to dehli air price,0
39635,Stop alarm,cancel,0
39637,Any cashback on ola tickets?,Are there any offers,0
39639,send me your photo,Give me your number,0
39643,Send me flight timings from Mumbai to Bangalore,I just want to confirm whether my flight is on time or late,0
39644,flights to Dubai,I wanna fly to hyderabad,0
39645,I want to book flight tickets for ID-E-MILAD,suggest me Flight Tickets,0
39651,I'm loving this app,I LOVE THIS APP,1
39652,How can I know whether my Profile has been accepted?,How will I know whether my profile is been accepted or not?,1
39655,I want to change my company name.,I want to change my Bank details,0
39660,I need your help,please send your photo,0
39665,Help me with flight booking,want to purchase Flight Tickets,0
39666,Can i pay landline bills?,Can i pay landline bills on haptik,1
39670,When do I start repaying the loan,How do I repay the loan,0
39676,I want to book flight,I want to book bus tickets,0
39679,Can you tell me where is my order ID?,I can't find my order ID,0
39684,How can I request for payout offline.,payout request for cash segment,0
39685,Train details,I wanted to know train details,1
39694,still not got amazon cashback,Still not refund,0
39697,how to buy paid wifi,I want to purchase plans,0
39698,How can I use coupon code in trains,how to use cashback,0
39700,Can u send ur picture,Your pic pls,1
39701,I want a joke,Need jokes everyday,0
39705,Any Discount on Movie Ticket,Any Discount on Movies,1
39710,Book Service: Pest Control,book a service,0
39714,Show me money saving tips,Subscribe to Money Saving Tips,0
39716,Can I pay for Landline?,How to pay landline bills,1
39719,Cancel flight booking,want to buy Flight Tickets,0
39720,How much discount the coupon code has,How can I add coupon code in flights,0
39722,I didn't get my cash back,cash back issue,0
39724,why are you charging convenience fee,you guys are charging convenience fees,1
39727,Unable to login using email ID,what is contact email ID,0
39729,how to use cashback,how to subscribe,0
39730,Yes,"Yes, let's talk",0
39731,want reminder for exercise,exercise reminder,1
39742,Need to access the wifi,I try to accesss but it cannot,0
39744,prepare a reminder jog,reminder jog,1
39745,Send me a Pin please,Can you Give me pin number now,0
39746,Is it compulsory to buy stove and other accessories from distributor while availing new LPG connection?,I want  a new LPG connection,0
39747,How good is it's infrastructure ?,How do I know how good is the private LPG company ?,0
39751,Can the academy change before possession?,Sell unit before possession,0
39752,any offer on flight booking,I want to book a flight,0
39753,"Hyundai,Hatchback,Wheels and Tyres,Tyre Rotation,Doorstep","Hyundai,Hatchback,Wheels and Tyres,Tyre Rotation,Pickup/Drop",1
39755,hand sales growth last year,Vaseline sales growth,0
39756,set a reminder exercise,want reminder for jog,1
39761,Any cashback on cab booking?,Cab booking,0
39763,Suck u,Get the hell out of here,0
39767,Who should I get in touch with for my application status?,my application status is showing pending,0
39769,Any cash back offers for paying electricity bills,electricity bill,0
39774,remove alert live status of train,Sorry I wanted to remove alert,0
39778,Account is needed for commodities too?,Is a account needed for currencies?,0
39795,Daily joke subscription,Stop sending jokes daily,0
39800,"Hey, I want to pay my landline bill .",Can i pay landline bills on haptik,1
39802,pay maintenance charge before possession,Sell unit before possession,0
39805,gk Terms & Conditions,gk Terms,1
39811,gk Terms & Conditions,cricket Terms & Conditions,0
39817,set a reminder birthday,want reminder for birthday,1
39821,give me a call to drink water,Remind me to drink water,1
39827,When fare changes,Inform me when the fare decreases,0
39828,I want to know about new homes loan,want to know about the documents,0
39829,Any cash back with recharges?,Cash back not receive,0
39832,Please clear chat history,I want to clear the chat history,1
39835,"sure, what after that",after that what is to be done?,0
39837,any cash back,Where is my cash back ?,0
39838,Check flight rate,Pls help me on above flight check in,0
39851,I want to book flight tickets Can you help me,Want to book flight from Mumbai to Delhi,0
39852,I am unable to login,not able to login,1
39856,want to purchase Flight Tickets,recommend me Flight Tickets,0
39870,I had a hard time paying for my ticket,Paying for my ticket was so fast,0
39877,very expensive,all r very costly,0
39887,show me flights from mumbai to pune,show flights on,0
39899,what are different types of installations you provide?,different types of Vaporizer,0
39901,suggest Flight Tickets,like to purchase Flight Tickets,0
39902,want reminder for phone,I want to search for a reminder,0
39906,remind me about,What can you remind me about,0
39908,Cancel reminder,I need to cancel a reminder,1
39909,call to remind phone,remind me my phone,1
39911,telangana southern electricity board,pls enter electric board,0
39913,what is my rank in bollywood,My rank in bollywood?,1
39919,Got my OTP,how to get otp,1
39924,change reminder,sorry change that reminder,1
39926,"Hey there, Can you help with booking flight tickets? .",Hi please help me with flight bookings .,0
39929,I havent receive any One time password,not receiving password,0
39933,any discount on flight booking,any offer running on train,0
39937,Need to know the features of Total Secure plan,What will be the premium for Total Secure,0
39938,Help me with the Key Features,Help me with the key benefits of WAAC,0
39939,payment failed,I have tried to make payment but it failed,1
39940,prepare a reminder exercise,I need a reminder for exercising,1
39942,Need to add a bank account,add a bank account,1
39943,sign up fee,When will Get my sign up refund fee?,0
39946,any cashback on flight tickets,"Hey, I want to book a flight ticket .",0
39959,What time will duronto Ahmedabad to mumbai  come today,Flight from delhi to srinagar,0
39960,Check GK Score & Rank,previous GK leaderboard,0
39961,i want to order food,looking to order food online,1
39965,Score of today match,Who won the ipl match today,0
39966,Changing my booking was time consuming,booking was super time consuming,0
